run271  x = 3.21831e-05, y = 0.823049, z = 17.167906 1.74955e-01
run272  x = 3.21831e-05, y = 0.823049, z = 17.167906 1.74955e-01
run273  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run274  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run275  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run276  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run277  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run278  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run279  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run280  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run281  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run282  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run283  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run284  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run285  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run286  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run287  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run288  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run289  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run290  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run291  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run292  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run293  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run294  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run295  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run296  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run297  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run298  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run299  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run300  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run301  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run302  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run303  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run304  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run305  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run306  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run307  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run308  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run309  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run310  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run311  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run312  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run313  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run314  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run315  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run316  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run317  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run318  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run319  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run320  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run321  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run322  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run323  x = 3.26365e-05, y = 0.817257, z = 17.329114 1.75417e-01
run324  x = 3.23048e-05, y = 0.824845, z = 17.379805 1.92167e-01
run325  x = 3.23048e-05, y = 0.824845, z = 17.379805 1.92167e-01
run326  x = 3.23048e-05, y = 0.824845, z = 17.379805 1.92167e-01
run327  x = 3.23048e-05, y = 0.824845, z = 17.379805 1.92167e-01
run328  x = 3.23048e-05, y = 0.824845, z = 17.379805 1.92167e-01
run329  x = 3.23048e-05, y = 0.824845, z = 17.379805 1.92167e-01
run330  x = 3.23048e-05, y = 0.824845, z = 17.379805 1.92167e-01
run331  x = 3.23048e-05, y = 0.824845, z = 17.379805 1.92167e-01
run332  x = 3.23048e-05, y = 0.824845, z = 17.379805 1.92167e-01
run333  x = 3.23048e-05, y = 0.824845, z = 17.379805 1.92167e-01
run334  x = 3.19847e-05, y = 0.827493, z = 17.889019 1.76368e-01
run335  x = 3.19847e-05, y = 0.827493, z = 17.889019 1.76368e-01
run336  x = 3.19847e-05, y = 0.827493, z = 17.889019 1.76368e-01
run337  x = 3.19847e-05, y = 0.827493, z = 17.889019 1.76368e-01
run338  x = 3.19847e-05, y = 0.827493, z = 17.889019 1.76368e-01
run339  x = 3.36937e-05, y = 0.803061, z = 17.814122 1.88770e-01
run340  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run341  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run342  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run343  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run344  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run345  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run346  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run347  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run348  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run349  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run350  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run351  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run352  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run353  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run354  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run355  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run356  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run357  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run358  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run359  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run360  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run361  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run362  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run363  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run364  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run365  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run366  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run367  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run368  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
