run1  x = 1.80351e-05, y = 0.689658, z = 9.999850 4.77178e+00
run2  x = 1.80351e-05, y = 0.689658, z = 9.999850 4.77178e+00
run3  x = 1.66439e-05, y = 0.778297, z = 10.513006 4.40145e+00
run4  x = 1.66439e-05, y = 0.778297, z = 10.513006 4.40145e+00
run5  x = 1.97988e-05, y = 0.767378, z = 11.120699 3.03480e+00
run6  x = 2.44714e-05, y = 0.773495, z = 11.078812 1.25708e+00
run7  x = 2.44714e-05, y = 0.773495, z = 11.078812 1.25708e+00
run8  x = 2.44714e-05, y = 0.773495, z = 11.078812 1.25708e+00
run9  x = 2.57116e-05, y = 0.728584, z = 10.126665 1.12608e+00
run10  x = 2.96810e-05, y = 0.734193, z = 10.651753 4.21106e-01
run11  x = 2.84393e-05, y = 0.643210, z = 10.306102 1.47146e+00
run12  x = 3.32428e-05, y = 0.577290, z = 9.639933 1.29812e+00
run13  x = 3.43419e-05, y = 0.564311, z = 9.917764 1.57171e+00
run14  x = 3.34149e-05, y = 0.578416, z = 9.480700 1.15600e+00
run15  x = 3.34149e-05, y = 0.578416, z = 9.480700 1.15600e+00
run16  x = 3.34149e-05, y = 0.578416, z = 9.480700 1.15600e+00
run17  x = 3.34149e-05, y = 0.578416, z = 9.480700 1.15600e+00
run18  x = 3.34149e-05, y = 0.578416, z = 9.480700 1.15600e+00
run19  x = 3.34149e-05, y = 0.578416, z = 9.480700 1.15600e+00
run20  x = 3.61558e-05, y = 0.669567, z = 9.740049 1.30434e-01
run21  x = 3.61558e-05, y = 0.669567, z = 9.740049 1.30434e-01
run22  x = 3.66022e-05, y = 0.577838, z = 10.103429 1.08702e+00
run23  x = 4.02569e-05, y = 0.577817, z = 10.248768 9.11263e-01
run24  x = 3.57410e-05, y = 0.587713, z = 9.293902 5.78445e-01
run25  x = 3.45881e-05, y = 0.564267, z = 10.207161 1.71734e+00
run26  x = 3.62206e-05, y = 0.609476, z = 9.858859 4.40506e-01
run27  x = 3.43844e-05, y = 0.621031, z = 9.778713 4.56980e-01
run28  x = 3.43844e-05, y = 0.621031, z = 9.778713 4.56980e-01
run29  x = 3.43844e-05, y = 0.621031, z = 9.778713 4.56980e-01
run30  x = 3.43844e-05, y = 0.621031, z = 9.778713 4.56980e-01
run31  x = 3.92344e-05, y = 0.602602, z = 10.146346 5.19508e-01
run32  x = 3.47484e-05, y = 0.663723, z = 9.342454 1.85373e-01
run33  x = 3.18918e-05, y = 0.693963, z = 8.731201 8.62029e-01
run34  x = 2.94884e-05, y = 0.687163, z = 9.450744 5.50828e-01
run35  x = 2.94884e-05, y = 0.687163, z = 9.450744 5.50828e-01
run36  x = 2.47263e-05, y = 0.703571, z = 9.214339 1.45109e+00
run37  x = 2.47263e-05, y = 0.703571, z = 9.214339 1.45109e+00
run38  x = 2.47263e-05, y = 0.703571, z = 9.214339 1.45109e+00
run39  x = 2.64750e-05, y = 0.757423, z = 9.547203 1.24786e+00
run40  x = 2.64750e-05, y = 0.757423, z = 9.547203 1.24786e+00
run41  x = 2.64750e-05, y = 0.757423, z = 9.547203 1.24786e+00
run42  x = 2.64750e-05, y = 0.757423, z = 9.547203 1.24786e+00
run43  x = 2.92342e-05, y = 0.736115, z = 10.260647 5.35460e-01
run44  x = 2.92342e-05, y = 0.736115, z = 10.260647 5.35460e-01
run45  x = 2.48760e-05, y = 0.768853, z = 10.957846 1.17162e+00
run46  x = 2.78510e-05, y = 0.781527, z = 11.748168 6.06869e-01
run47  x = 2.78510e-05, y = 0.781527, z = 11.748168 6.06869e-01
run48  x = 3.08080e-05, y = 0.785745, z = 12.644945 3.00886e-01
run49  x = 2.77393e-05, y = 0.848234, z = 13.032457 9.01939e-01
run50  x = 2.51272e-05, y = 0.812388, z = 14.027118 1.08499e+00
run51  x = 2.51272e-05, y = 0.812388, z = 14.027118 1.08499e+00
run52  x = 2.97954e-05, y = 0.844037, z = 14.478156 5.15713e-01
run53  x = 3.42146e-05, y = 0.772230, z = 14.316247 1.18014e-01
run54  x = 3.87598e-05, y = 0.784009, z = 14.669977 6.28526e-01
run55  x = 3.82808e-05, y = 0.808728, z = 15.076819 8.18785e-01
run56  x = 3.61096e-05, y = 0.724952, z = 15.881879 4.45935e-01
run57  x = 3.38653e-05, y = 0.747699, z = 15.869479 3.94196e-01
run58  x = 3.38653e-05, y = 0.747699, z = 15.869479 3.94196e-01
run59  x = 3.38653e-05, y = 0.747699, z = 15.869479 3.94196e-01
run60  x = 3.63184e-05, y = 0.780318, z = 16.483036 1.98568e-01
run61  x = 3.72934e-05, y = 0.744172, z = 15.670788 2.94773e-01
run62  x = 3.72934e-05, y = 0.744172, z = 15.670788 2.94773e-01
run63  x = 3.95513e-05, y = 0.772703, z = 15.455457 5.33890e-01
run64  x = 3.95513e-05, y = 0.772703, z = 15.455457 5.33890e-01
run65  x = 4.12230e-05, y = 0.700402, z = 15.223303 6.92375e-01
run66  x = 4.15244e-05, y = 0.701054, z = 15.186954 7.07269e-01
run67  x = 4.36088e-05, y = 0.728944, z = 15.362579 9.82785e-01
run68  x = 4.36088e-05, y = 0.728944, z = 15.362579 9.82785e-01
run69  x = 4.36088e-05, y = 0.728944, z = 15.362579 9.82785e-01
run70  x = 4.36088e-05, y = 0.728944, z = 15.362579 9.82785e-01
run71  x = 3.87210e-05, y = 0.669741, z = 15.515215 1.03860e+00
run72  x = 3.79504e-05, y = 0.746673, z = 16.182221 3.28957e-01
run73  x = 3.31992e-05, y = 0.762332, z = 16.417464 3.57710e-01
run74  x = 3.31992e-05, y = 0.762332, z = 16.417464 3.57710e-01
run75  x = 3.76167e-05, y = 0.749815, z = 16.047727 2.97339e-01
run76  x = 3.79860e-05, y = 0.761807, z = 16.423367 3.01658e-01
run77  x = 3.79860e-05, y = 0.761807, z = 16.423367 3.01658e-01
run78  x = 3.79860e-05, y = 0.761807, z = 16.423367 3.01658e-01
run79  x = 3.38782e-05, y = 0.832604, z = 16.277978 2.91493e-01
run80  x = 3.87560e-05, y = 0.795351, z = 16.500176 5.10645e-01
run81  x = 3.87560e-05, y = 0.795351, z = 16.500176 5.10645e-01
run82  x = 3.87560e-05, y = 0.795351, z = 16.500176 5.10645e-01
run83  x = 4.09360e-05, y = 0.715269, z = 17.356051 7.82541e-01
run84  x = 3.85026e-05, y = 0.749924, z = 17.210039 4.26514e-01
run85  x = 3.85026e-05, y = 0.749924, z = 17.210039 4.26514e-01
run86  x = 3.86033e-05, y = 0.766061, z = 17.675723 3.78489e-01
run87  x = 3.76256e-05, y = 0.779615, z = 17.037237 3.11104e-01
run88  x = 3.76256e-05, y = 0.779615, z = 17.037237 3.11104e-01
run89  x = 3.29887e-05, y = 0.831038, z = 16.546802 2.18252e-01
run90  x = 3.42408e-05, y = 0.776841, z = 17.208948 2.49084e-01
run91  x = 3.42408e-05, y = 0.776841, z = 17.208948 2.49084e-01
run92  x = 3.46131e-05, y = 0.822198, z = 16.448550 2.50739e-01
run93  x = 3.11163e-05, y = 0.821355, z = 17.337793 2.28493e-01
run94  x = 3.11163e-05, y = 0.821355, z = 17.337793 2.28493e-01
run95  x = 3.11163e-05, y = 0.821355, z = 17.337793 2.28493e-01
run96  x = 3.11163e-05, y = 0.821355, z = 17.337793 2.28493e-01
run97  x = 3.11163e-05, y = 0.821355, z = 17.337793 2.28493e-01
run98  x = 3.11163e-05, y = 0.821355, z = 17.337793 2.28493e-01
run99  x = 2.63025e-05, y = 0.893193, z = 16.408080 8.03649e-01
run100  x = 2.27039e-05, y = 0.924127, z = 17.073619 1.47447e+00
run101  x = 2.27039e-05, y = 0.924127, z = 17.073619 1.47447e+00
run102  x = 2.27039e-05, y = 0.924127, z = 17.073619 1.47447e+00
run103  x = 2.27039e-05, y = 0.924127, z = 17.073619 1.47447e+00
run104  x = 2.27039e-05, y = 0.924127, z = 17.073619 1.47447e+00
run105  x = 2.67185e-05, y = 0.904941, z = 18.010237 6.97681e-01
run106  x = 3.05625e-05, y = 0.886461, z = 17.411795 5.24071e-01
run107  x = 3.05625e-05, y = 0.886461, z = 17.411795 5.24071e-01
run108  x = 3.05625e-05, y = 0.886461, z = 17.411795 5.24071e-01
run109  x = 3.05625e-05, y = 0.886461, z = 17.411795 5.24071e-01
run110  x = 3.05625e-05, y = 0.886461, z = 17.411795 5.24071e-01
run111  x = 2.95550e-05, y = 0.805141, z = 17.121630 4.95172e-01
run112  x = 3.41669e-05, y = 0.725350, z = 17.392023 8.13729e-01
run113  x = 3.36971e-05, y = 0.760747, z = 18.240922 5.38653e-01
run114  x = 3.36971e-05, y = 0.760747, z = 18.240922 5.38653e-01
run115  x = 3.36971e-05, y = 0.760747, z = 18.240922 5.38653e-01
run116  x = 3.49599e-05, y = 0.798679, z = 19.006523 2.40876e-01
run117  x = 3.49599e-05, y = 0.798679, z = 19.006523 2.40876e-01
run118  x = 3.49599e-05, y = 0.798679, z = 19.006523 2.40876e-01
run119  x = 3.49599e-05, y = 0.798679, z = 19.006523 2.40876e-01
run120  x = 3.49599e-05, y = 0.798679, z = 19.006523 2.40876e-01
run121  x = 3.24696e-05, y = 0.801569, z = 18.332593 2.91407e-01
run122  x = 3.24696e-05, y = 0.801569, z = 18.332593 2.91407e-01
run123  x = 3.24696e-05, y = 0.801569, z = 18.332593 2.91407e-01
run124  x = 3.24696e-05, y = 0.801569, z = 18.332593 2.91407e-01
run125  x = 3.24696e-05, y = 0.801569, z = 18.332593 2.91407e-01
run126  x = 3.24696e-05, y = 0.801569, z = 18.332593 2.91407e-01
run127  x = 3.10907e-05, y = 0.834386, z = 17.644482 2.25729e-01
run128  x = 3.10907e-05, y = 0.834386, z = 17.644482 2.25729e-01
run129  x = 3.10907e-05, y = 0.834386, z = 17.644482 2.25729e-01
run130  x = 3.46066e-05, y = 0.797309, z = 18.286432 1.78458e-01
run131  x = 3.46066e-05, y = 0.797309, z = 18.286432 1.78458e-01
run132  x = 3.46066e-05, y = 0.797309, z = 18.286432 1.78458e-01
run133  x = 3.46066e-05, y = 0.797309, z = 18.286432 1.78458e-01
run134  x = 3.46066e-05, y = 0.797309, z = 18.286432 1.78458e-01
run135  x = 3.46066e-05, y = 0.797309, z = 18.286432 1.78458e-01
run136  x = 3.46066e-05, y = 0.797309, z = 18.286432 1.78458e-01
run137  x = 3.81786e-05, y = 0.762057, z = 18.232782 4.17729e-01
run138  x = 3.81786e-05, y = 0.762057, z = 18.232782 4.17729e-01
run139  x = 3.81786e-05, y = 0.762057, z = 18.232782 4.17729e-01
run140  x = 3.81786e-05, y = 0.762057, z = 18.232782 4.17729e-01
run141  x = 3.81786e-05, y = 0.762057, z = 18.232782 4.17729e-01
run142  x = 3.81786e-05, y = 0.762057, z = 18.232782 4.17729e-01
run143  x = 3.81786e-05, y = 0.762057, z = 18.232782 4.17729e-01
run144  x = 3.81786e-05, y = 0.762057, z = 18.232782 4.17729e-01
run145  x = 3.81786e-05, y = 0.762057, z = 18.232782 4.17729e-01
run146  x = 3.81786e-05, y = 0.762057, z = 18.232782 4.17729e-01
run147  x = 3.81786e-05, y = 0.762057, z = 18.232782 4.17729e-01
run148  x = 3.75230e-05, y = 0.766122, z = 17.419571 3.26169e-01
run149  x = 3.75230e-05, y = 0.766122, z = 17.419571 3.26169e-01
run150  x = 3.75230e-05, y = 0.766122, z = 17.419571 3.26169e-01
run151  x = 3.75230e-05, y = 0.766122, z = 17.419571 3.26169e-01
run152  x = 3.75230e-05, y = 0.766122, z = 17.419571 3.26169e-01
run153  x = 3.75230e-05, y = 0.766122, z = 17.419571 3.26169e-01
run154  x = 3.75230e-05, y = 0.766122, z = 17.419571 3.26169e-01
run155  x = 3.75230e-05, y = 0.766122, z = 17.419571 3.26169e-01
run156  x = 3.75230e-05, y = 0.766122, z = 17.419571 3.26169e-01
run157  x = 3.75230e-05, y = 0.766122, z = 17.419571 3.26169e-01
run158  x = 3.75230e-05, y = 0.766122, z = 17.419571 3.26169e-01
run159  x = 3.56752e-05, y = 0.770255, z = 17.203508 2.95653e-01
run160  x = 3.24511e-05, y = 0.791601, z = 17.287552 2.03466e-01
run161  x = 3.24511e-05, y = 0.791601, z = 17.287552 2.03466e-01
run162  x = 3.24511e-05, y = 0.791601, z = 17.287552 2.03466e-01
run163  x = 3.24511e-05, y = 0.791601, z = 17.287552 2.03466e-01
run164  x = 3.24511e-05, y = 0.791601, z = 17.287552 2.03466e-01
run165  x = 3.24511e-05, y = 0.791601, z = 17.287552 2.03466e-01
run166  x = 3.24511e-05, y = 0.791601, z = 17.287552 2.03466e-01
run167  x = 3.24511e-05, y = 0.791601, z = 17.287552 2.03466e-01
run168  x = 2.93242e-05, y = 0.834837, z = 17.416057 2.76565e-01
run169  x = 3.10857e-05, y = 0.855346, z = 18.284651 2.55520e-01
run170  x = 3.11003e-05, y = 0.838372, z = 18.054572 1.90130e-01
run171  x = 3.11003e-05, y = 0.838372, z = 18.054572 1.90130e-01
run172  x = 3.51500e-05, y = 0.825089, z = 18.424352 3.49273e-01
run173  x = 3.58620e-05, y = 0.791611, z = 18.077852 2.98943e-01
run174  x = 3.58620e-05, y = 0.791611, z = 18.077852 2.98943e-01
run175  x = 3.58620e-05, y = 0.791611, z = 18.077852 2.98943e-01
run176  x = 3.58620e-05, y = 0.791611, z = 18.077852 2.98943e-01
run177  x = 3.57259e-05, y = 0.758080, z = 17.136050 3.25702e-01
run178  x = 3.57259e-05, y = 0.758080, z = 17.136050 3.25702e-01
run179  x = 3.70471e-05, y = 0.776031, z = 16.912210 3.68805e-01
run180  x = 3.72022e-05, y = 0.752271, z = 16.192300 3.84825e-01
run181  x = 3.64321e-05, y = 0.719328, z = 15.454403 4.38634e-01
run182  x = 3.64321e-05, y = 0.719328, z = 15.454403 4.38634e-01
run183  x = 3.47961e-05, y = 0.801008, z = 14.520950 4.27527e-01
run184  x = 3.23393e-05, y = 0.733124, z = 15.036410 4.31729e-01
run185  x = 3.23393e-05, y = 0.733124, z = 15.036410 4.31729e-01
run186  x = 3.43663e-05, y = 0.763932, z = 16.025922 2.10061e-01
run187  x = 3.43663e-05, y = 0.763932, z = 16.025922 2.10061e-01
run188  x = 3.43663e-05, y = 0.763932, z = 16.025922 2.10061e-01
run189  x = 3.43663e-05, y = 0.763932, z = 16.025922 2.10061e-01
run190  x = 3.56066e-05, y = 0.768982, z = 15.244434 2.07890e-01
run191  x = 3.56066e-05, y = 0.768982, z = 15.244434 2.07890e-01
run192  x = 3.56066e-05, y = 0.768982, z = 15.244434 2.07890e-01
run193  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run194  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run195  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run196  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run197  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run198  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run199  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run200  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run201  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run202  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run203  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run204  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run205  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run206  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run207  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run208  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run209  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run210  x = 3.44840e-05, y = 0.778624, z = 15.914294 1.65606e-01
run211  x = 3.46616e-05, y = 0.756992, z = 16.503638 2.72335e-01
run212  x = 3.46616e-05, y = 0.756992, z = 16.503638 2.72335e-01
run213  x = 3.46616e-05, y = 0.756992, z = 16.503638 2.72335e-01
run214  x = 3.46616e-05, y = 0.756992, z = 16.503638 2.72335e-01
run215  x = 3.46616e-05, y = 0.756992, z = 16.503638 2.72335e-01
run216  x = 3.46616e-05, y = 0.756992, z = 16.503638 2.72335e-01
run217  x = 3.46616e-05, y = 0.756992, z = 16.503638 2.72335e-01
run218  x = 3.47925e-05, y = 0.724835, z = 15.504965 3.82678e-01
run219  x = 3.47925e-05, y = 0.724835, z = 15.504965 3.82678e-01
run220  x = 3.47925e-05, y = 0.724835, z = 15.504965 3.82678e-01
run221  x = 3.70246e-05, y = 0.744705, z = 14.950616 2.92373e-01
run222  x = 3.70246e-05, y = 0.744705, z = 14.950616 2.92373e-01
run223  x = 3.70246e-05, y = 0.744705, z = 14.950616 2.92373e-01
run224  x = 3.63532e-05, y = 0.755387, z = 14.871573 2.67997e-01
run225  x = 3.63532e-05, y = 0.755387, z = 14.871573 2.67997e-01
run226  x = 3.63532e-05, y = 0.755387, z = 14.871573 2.67997e-01
run227  x = 3.63532e-05, y = 0.755387, z = 14.871573 2.67997e-01
run228  x = 3.63532e-05, y = 0.755387, z = 14.871573 2.67997e-01
run229  x = 3.63532e-05, y = 0.755387, z = 14.871573 2.67997e-01
run230  x = 3.63532e-05, y = 0.755387, z = 14.871573 2.67997e-01
run231  x = 3.33270e-05, y = 0.747900, z = 14.885574 2.30551e-01
run232  x = 3.33270e-05, y = 0.747900, z = 14.885574 2.30551e-01
run233  x = 3.33270e-05, y = 0.747900, z = 14.885574 2.30551e-01
run234  x = 3.33270e-05, y = 0.747900, z = 14.885574 2.30551e-01
run235  x = 2.97300e-05, y = 0.818807, z = 14.625113 2.63507e-01
run236  x = 2.97300e-05, y = 0.818807, z = 14.625113 2.63507e-01
run237  x = 2.97300e-05, y = 0.818807, z = 14.625113 2.63507e-01
run238  x = 2.97300e-05, y = 0.818807, z = 14.625113 2.63507e-01
run239  x = 3.08053e-05, y = 0.813520, z = 15.380530 2.01381e-01
run240  x = 3.08053e-05, y = 0.813520, z = 15.380530 2.01381e-01
run241  x = 3.08053e-05, y = 0.813520, z = 15.380530 2.01381e-01
run242  x = 3.08053e-05, y = 0.813520, z = 15.380530 2.01381e-01
run243  x = 3.39729e-05, y = 0.763525, z = 15.982737 2.18656e-01
run244  x = 3.39729e-05, y = 0.763525, z = 15.982737 2.18656e-01
run245  x = 3.39729e-05, y = 0.763525, z = 15.982737 2.18656e-01
run246  x = 3.18051e-05, y = 0.795940, z = 16.600982 1.64834e-01
run247  x = 3.18051e-05, y = 0.795940, z = 16.600982 1.64834e-01
run248  x = 3.18051e-05, y = 0.795940, z = 16.600982 1.64834e-01
run249  x = 3.18051e-05, y = 0.795940, z = 16.600982 1.64834e-01
run250  x = 3.18051e-05, y = 0.795940, z = 16.600982 1.64834e-01
run251  x = 3.18051e-05, y = 0.795940, z = 16.600982 1.64834e-01
run252  x = 3.18051e-05, y = 0.795940, z = 16.600982 1.64834e-01
run253  x = 3.18051e-05, y = 0.795940, z = 16.600982 1.64834e-01
run254  x = 3.18051e-05, y = 0.795940, z = 16.600982 1.64834e-01
run255  x = 3.18051e-05, y = 0.795940, z = 16.600982 1.64834e-01
run256  x = 3.18051e-05, y = 0.795940, z = 16.600982 1.64834e-01
run257  x = 3.18051e-05, y = 0.795940, z = 16.600982 1.64834e-01
run258  x = 3.18051e-05, y = 0.795940, z = 16.600982 1.64834e-01
run259  x = 3.21831e-05, y = 0.823049, z = 17.167906 1.74955e-01
run260  x = 3.21831e-05, y = 0.823049, z = 17.167906 1.74955e-01
run261  x = 3.21831e-05, y = 0.823049, z = 17.167906 1.74955e-01
run262  x = 3.21831e-05, y = 0.823049, z = 17.167906 1.74955e-01
run263  x = 3.21831e-05, y = 0.823049, z = 17.167906 1.74955e-01
run264  x = 3.21831e-05, y = 0.823049, z = 17.167906 1.74955e-01
run265  x = 3.21831e-05, y = 0.823049, z = 17.167906 1.74955e-01
run266  x = 3.21831e-05, y = 0.823049, z = 17.167906 1.74955e-01
run267  x = 3.21831e-05, y = 0.823049, z = 17.167906 1.74955e-01
run268  x = 3.21831e-05, y = 0.823049, z = 17.167906 1.74955e-01
run269  x = 3.21831e-05, y = 0.823049, z = 17.167906 1.74955e-01
run270  x = 3.21831e-05, y = 0.823049, z = 17.167906 1.74955e-01
